32,2024-02-01 00:00:00,1,,f,f,2,4,2024
35,2024-02-04 00:00:00,4,,f,f,2,0,2024
36,2024-02-05 00:00:00,5,,f,f,2,1,2024
37,2024-02-06 00:00:00,6,,f,f,2,2,2024
38,2024-02-07 00:00:00,7,,f,f,2,3,2024
56,2024-02-25 00:00:00,25,,f,f,2,0,2024
198,2024-07-16 00:00:00,16,,f,f,7,2,2024
199,2024-07-17 00:00:00,17,,f,f,7,3,2024
200,2024-07-18 00:00:00,18,,f,f,7,4,2024
203,2024-07-21 00:00:00,21,,f,f,7,0,2024
204,2024-07-22 00:00:00,22,,f,f,7,1,2024
205,2024-07-23 00:00:00,23,,f,f,7,2,2024
206,2024-07-24 00:00:00,24,,f,f,7,3,2024
207,2024-07-25 00:00:00,25,,f,f,7,4,2024
210,2024-07-28 00:00:00,28,,f,f,7,0,2024
211,2024-07-29 00:00:00,29,,f,f,7,1,2024
212,2024-07-30 00:00:00,30,,f,f,7,2,2024
213,2024-07-31 00:00:00,31,,f,f,7,3,2024
214,2024-08-01 00:00:00,1,,f,f,8,4,2024
217,2024-08-04 00:00:00,4,,f,f,8,0,2024
218,2024-08-05 00:00:00,5,,f,f,8,1,2024
219,2024-08-06 00:00:00,6,,f,f,8,2,2024
220,2024-08-07 00:00:00,7,,f,f,8,3,2024
241,2024-08-28 00:00:00,28,,f,f,8,3,2024
242,2024-08-29 00:00:00,29,,f,f,8,4,2024
245,2024-09-01 00:00:00,1,,f,f,9,0,2024
246,2024-09-02 00:00:00,2,,f,f,9,1,2024
247,2024-09-03 00:00:00,3,,f,f,9,2,2024
88,2024-03-28 00:00:00,28,,f,f,3,4,2024
91,2024-03-31 00:00:00,31,,f,f,3,0,2024
92,2024-04-01 00:00:00,1,,f,f,4,1,2024
93,2024-04-02 00:00:00,2,,f,f,4,2,2024
122,2024-05-01 00:00:00,1,Emek ve Dayanışma Günü,t,f,5,3,2024
140,2024-05-19 00:00:00,19,"Atatürk’ü Anma, Gençlik ve Spor Bayramı",t,f,5,0,2024
121,2024-04-30 00:00:00,30,,f,f,4,2,2024
123,2024-05-02 00:00:00,2,,f,f,5,4,2024
126,2024-05-05 00:00:00,5,,f,f,5,0,2024
127,2024-05-06 00:00:00,6,,f,f,5,1,2024
128,2024-05-07 00:00:00,7,,f,f,5,2,2024
129,2024-05-08 00:00:00,8,,f,f,5,3,2024
130,2024-05-09 00:00:00,9,,f,f,5,4,2024
133,2024-05-12 00:00:00,12,,f,f,5,0,2024
134,2024-05-13 00:00:00,13,,f,f,5,1,2024
135,2024-05-14 00:00:00,14,,f,f,5,2,2024
136,2024-05-15 00:00:00,15,,f,f,5,3,2024
137,2024-05-16 00:00:00,16,,f,f,5,4,2024
141,2024-05-20 00:00:00,20,,f,f,5,1,2024
142,2024-05-21 00:00:00,21,,f,f,5,2,2024
143,2024-05-22 00:00:00,22,,f,f,5,3,2024
144,2024-05-23 00:00:00,23,,f,f,5,4,2024
147,2024-05-26 00:00:00,26,,f,f,5,0,2024
148,2024-05-27 00:00:00,27,,f,f,5,1,2024
149,2024-05-28 00:00:00,28,,f,f,5,2,2024
150,2024-05-29 00:00:00,29,,f,f,5,3,2024
151,2024-05-30 00:00:00,30,,f,f,5,4,2024
154,2024-06-02 00:00:00,2,,f,f,6,0,2024
155,2024-06-03 00:00:00,3,,f,f,6,1,2024
156,2024-06-04 00:00:00,4,,f,f,6,2,2024
248,2024-09-04 00:00:00,4,,f,f,9,3,2024
249,2024-09-05 00:00:00,5,,f,f,9,4,2024
252,2024-09-08 00:00:00,8,,f,f,9,0,2024
253,2024-09-09 00:00:00,9,,f,f,9,1,2024
254,2024-09-10 00:00:00,10,,f,f,9,2,2024
255,2024-09-11 00:00:00,11,,f,f,9,3,2024
256,2024-09-12 00:00:00,12,,f,f,9,4,2024
259,2024-09-15 00:00:00,15,,f,f,9,0,2024
260,2024-09-16 00:00:00,16,,f,f,9,1,2024
261,2024-09-17 00:00:00,17,,f,f,9,2,2024
262,2024-09-18 00:00:00,18,,f,f,9,3,2024
263,2024-09-19 00:00:00,19,,f,f,9,4,2024
266,2024-09-22 00:00:00,22,,f,f,9,0,2024
267,2024-09-23 00:00:00,23,,f,f,9,1,2024
268,2024-09-24 00:00:00,24,,f,f,9,2,2024
269,2024-09-25 00:00:00,25,,f,f,9,3,2024
270,2024-09-26 00:00:00,26,,f,f,9,4,2024
273,2024-09-29 00:00:00,29,,f,f,9,0,2024
274,2024-09-30 00:00:00,30,,f,f,9,1,2024
275,2024-10-01 00:00:00,1,,f,f,10,2,2024
276,2024-10-02 00:00:00,2,,f,f,10,3,2024
277,2024-10-03 00:00:00,3,,f,f,10,4,2024
280,2024-10-06 00:00:00,6,,f,f,10,0,2024
225,2024-08-12 00:00:00,12,,f,f,8,1,2024
226,2024-08-13 00:00:00,13,,f,f,8,2,2024
227,2024-08-14 00:00:00,14,,f,f,8,3,2024
228,2024-08-15 00:00:00,15,,f,f,8,4,2024
231,2024-08-18 00:00:00,18,,f,f,8,0,2024
232,2024-08-19 00:00:00,19,,f,f,8,1,2024
233,2024-08-20 00:00:00,20,,f,f,8,2,2024
234,2024-08-21 00:00:00,21,,f,f,8,3,2024
235,2024-08-22 00:00:00,22,,f,f,8,4,2024
238,2024-08-25 00:00:00,25,,f,f,8,0,2024
239,2024-08-26 00:00:00,26,,f,f,8,1,2024
240,2024-08-27 00:00:00,27,,f,f,8,2,2024
281,2024-10-07 00:00:00,7,,f,f,10,1,2024
282,2024-10-08 00:00:00,8,,f,f,10,2,2024
283,2024-10-09 00:00:00,9,,f,f,10,3,2024
284,2024-10-10 00:00:00,10,,f,f,10,4,2024
287,2024-10-13 00:00:00,13,,f,f,10,0,2024
288,2024-10-14 00:00:00,14,,f,f,10,1,2024
289,2024-10-15 00:00:00,15,,f,f,10,2,2024
290,2024-10-16 00:00:00,16,,f,f,10,3,2024
157,2024-06-05 00:00:00,5,,f,f,6,3,2024
94,2024-04-03 00:00:00,3,,f,f,4,3,2024
95,2024-04-04 00:00:00,4,,f,f,4,4,2024
98,2024-04-07 00:00:00,7,,f,f,4,0,2024
99,2024-04-08 00:00:00,8,,f,f,4,1,2024
105,2024-04-14 00:00:00,14,,f,f,4,0,2024
106,2024-04-15 00:00:00,15,,f,f,4,1,2024
107,2024-04-16 00:00:00,16,,f,f,4,2,2024
108,2024-04-17 00:00:00,17,,f,f,4,3,2024
109,2024-04-18 00:00:00,18,,f,f,4,4,2024
112,2024-04-21 00:00:00,21,,f,f,4,0,2024
113,2024-04-22 00:00:00,22,,f,f,4,1,2024
115,2024-04-24 00:00:00,24,,f,f,4,3,2024
116,2024-04-25 00:00:00,25,,f,f,4,4,2024
119,2024-04-28 00:00:00,28,,f,f,4,0,2024
120,2024-04-29 00:00:00,29,,f,f,4,1,2024
158,2024-06-06 00:00:00,6,,f,f,6,4,2024
161,2024-06-09 00:00:00,9,,f,f,6,0,2024
162,2024-06-10 00:00:00,10,,f,f,6,1,2024
163,2024-06-11 00:00:00,11,,f,f,6,2,2024
164,2024-06-12 00:00:00,12,,f,f,6,3,2024
165,2024-06-13 00:00:00,13,,f,f,6,4,2024
172,2024-06-20 00:00:00,20,,f,f,6,4,2024
175,2024-06-23 00:00:00,23,,f,f,6,0,2024
176,2024-06-24 00:00:00,24,,f,f,6,1,2024
177,2024-06-25 00:00:00,25,,f,f,6,2,2024
178,2024-06-26 00:00:00,26,,f,f,6,3,2024
179,2024-06-27 00:00:00,27,,f,f,6,4,2024
291,2024-10-17 00:00:00,17,,f,f,10,4,2024
294,2024-10-20 00:00:00,20,,f,f,10,0,2024
295,2024-10-21 00:00:00,21,,f,f,10,1,2024
296,2024-10-22 00:00:00,22,,f,f,10,2,2024
297,2024-10-23 00:00:00,23,,f,f,10,3,2024
298,2024-10-24 00:00:00,24,,f,f,10,4,2024
301,2024-10-27 00:00:00,27,,f,f,10,0,2024
302,2024-10-28 00:00:00,28,,f,f,10,1,2024
304,2024-10-30 00:00:00,30,,f,f,10,3,2024
305,2024-10-31 00:00:00,31,,f,f,10,4,2024
308,2024-11-03 00:00:00,3,,f,f,11,0,2024
309,2024-11-04 00:00:00,4,,f,f,11,1,2024
310,2024-11-05 00:00:00,5,,f,f,11,2,2024
311,2024-11-06 00:00:00,6,,f,f,11,3,2024
312,2024-11-07 00:00:00,7,,f,f,11,4,2024
315,2024-11-10 00:00:00,10,,f,f,11,0,2024
316,2024-11-11 00:00:00,11,,f,f,11,1,2024
317,2024-11-12 00:00:00,12,,f,f,11,2,2024
318,2024-11-13 00:00:00,13,,f,f,11,3,2024
322,2024-11-17 00:00:00,17,,f,f,11,0,2024
323,2024-11-18 00:00:00,18,,f,f,11,1,2024
324,2024-11-19 00:00:00,19,,f,f,11,2,2024
325,2024-11-20 00:00:00,20,,f,f,11,3,2024
326,2024-11-21 00:00:00,21,,f,f,11,4,2024
329,2024-11-24 00:00:00,24,,f,f,11,0,2024
330,2024-11-25 00:00:00,25,,f,f,11,1,2024
331,2024-11-26 00:00:00,26,,f,f,11,2,2024
332,2024-11-27 00:00:00,27,,f,f,11,3,2024
333,2024-11-28 00:00:00,28,,f,f,11,4,2024
336,2024-12-01 00:00:00,1,,f,f,12,0,2024
337,2024-12-02 00:00:00,2,,f,f,12,1,2024
338,2024-12-03 00:00:00,3,,f,f,12,2,2024
339,2024-12-04 00:00:00,4,,f,f,12,3,2024
340,2024-12-05 00:00:00,5,,f,f,12,4,2024
343,2024-12-08 00:00:00,8,,f,f,12,0,2024
344,2024-12-09 00:00:00,9,,f,f,12,1,2024
345,2024-12-10 00:00:00,10,,f,f,12,2,2024
361,2024-12-26 00:00:00,26,,f,f,12,4,2024
346,2024-12-11 00:00:00,11,,f,f,12,3,2024
347,2024-12-12 00:00:00,12,,f,f,12,4,2024
350,2024-12-15 00:00:00,15,,f,f,12,0,2024
351,2024-12-16 00:00:00,16,,f,f,12,1,2024
352,2024-12-17 00:00:00,17,,f,f,12,2,2024
353,2024-12-18 00:00:00,18,,f,f,12,3,2024
354,2024-12-19 00:00:00,19,,f,f,12,4,2024
357,2024-12-22 00:00:00,22,,f,f,12,0,2024
358,2024-12-23 00:00:00,23,,f,f,12,1,2024
359,2024-12-24 00:00:00,24,,f,f,12,2,2024
360,2024-12-25 00:00:00,25,,f,f,12,3,2024
57,2024-02-26 00:00:00,26,,f,f,2,1,2024
58,2024-02-27 00:00:00,27,,f,f,2,2,2024
59,2024-02-28 00:00:00,28,,f,f,2,3,2024
60,2024-02-29 00:00:00,29,,f,f,2,4,2024
63,2024-03-03 00:00:00,3,,f,f,3,0,2024
64,2024-03-04 00:00:00,4,,f,f,3,1,2024
65,2024-03-05 00:00:00,5,,f,f,3,2,2024
66,2024-03-06 00:00:00,6,,f,f,3,3,2024
67,2024-03-07 00:00:00,7,,f,f,3,4,2024
70,2024-03-10 00:00:00,10,,f,f,3,0,2024
71,2024-03-11 00:00:00,11,,f,f,3,1,2024
72,2024-03-12 00:00:00,12,,f,f,3,2,2024
73,2024-03-13 00:00:00,13,,f,f,3,3,2024
74,2024-03-14 00:00:00,14,,f,f,3,4,2024
77,2024-03-17 00:00:00,17,,f,f,3,0,2024
78,2024-03-18 00:00:00,18,,f,f,3,1,2024
79,2024-03-19 00:00:00,19,,f,f,3,2,2024
80,2024-03-20 00:00:00,20,,f,f,3,3,2024
81,2024-03-21 00:00:00,21,,f,f,3,4,2024
84,2024-03-24 00:00:00,24,,f,f,3,0,2024
85,2024-03-25 00:00:00,25,,f,f,3,1,2024
86,2024-03-26 00:00:00,26,,f,f,3,2,2024
87,2024-03-27 00:00:00,27,,f,f,3,3,2024
364,2024-12-29 00:00:00,29,,f,f,12,0,2024
365,2024-12-30 00:00:00,30,,f,f,12,1,2024
366,2024-12-31 00:00:00,31,,f,f,12,2,2024
5,2024-01-05 00:00:00,5,,f,t,1,5,2024
6,2024-01-06 00:00:00,6,,f,t,1,6,2024
12,2024-01-12 00:00:00,12,,f,t,1,5,2024
13,2024-01-13 00:00:00,13,,f,t,1,6,2024
19,2024-01-19 00:00:00,19,,f,t,1,5,2024
20,2024-01-20 00:00:00,20,,f,t,1,6,2024
26,2024-01-26 00:00:00,26,,f,t,1,5,2024
27,2024-01-27 00:00:00,27,,f,t,1,6,2024
33,2024-02-02 00:00:00,2,,f,t,2,5,2024
34,2024-02-03 00:00:00,3,,f,t,2,6,2024
40,2024-02-09 00:00:00,9,,f,t,2,5,2024
41,2024-02-10 00:00:00,10,,f,t,2,6,2024
47,2024-02-16 00:00:00,16,,f,t,2,5,2024
48,2024-02-17 00:00:00,17,,f,t,2,6,2024
54,2024-02-23 00:00:00,23,,f,t,2,5,2024
55,2024-02-24 00:00:00,24,,f,t,2,6,2024
61,2024-03-01 00:00:00,1,,f,t,3,5,2024
62,2024-03-02 00:00:00,2,,f,t,3,6,2024
68,2024-03-08 00:00:00,8,,f,t,3,5,2024
69,2024-03-09 00:00:00,9,,f,t,3,6,2024
75,2024-03-15 00:00:00,15,,f,t,3,5,2024
76,2024-03-16 00:00:00,16,,f,t,3,6,2024
82,2024-03-22 00:00:00,22,,f,t,3,5,2024
83,2024-03-23 00:00:00,23,,f,t,3,6,2024
89,2024-03-29 00:00:00,29,,f,t,3,5,2024
90,2024-03-30 00:00:00,30,,f,t,3,6,2024
96,2024-04-05 00:00:00,5,,f,t,4,5,2024
97,2024-04-06 00:00:00,6,,f,t,4,6,2024
104,2024-04-13 00:00:00,13,,f,t,4,6,2024
110,2024-04-19 00:00:00,19,,f,t,4,5,2024
111,2024-04-20 00:00:00,20,,f,t,4,6,2024
236,2024-08-23 00:00:00,23,,f,t,8,5,2024
237,2024-08-24 00:00:00,24,,f,t,8,6,2024
244,2024-08-31 00:00:00,31,,f,t,8,6,2024
250,2024-09-06 00:00:00,6,,f,t,9,5,2024
251,2024-09-07 00:00:00,7,,f,t,9,6,2024
257,2024-09-13 00:00:00,13,,f,t,9,5,2024
258,2024-09-14 00:00:00,14,,f,t,9,6,2024
264,2024-09-20 00:00:00,20,,f,t,9,5,2024
265,2024-09-21 00:00:00,21,,f,t,9,6,2024
271,2024-09-27 00:00:00,27,,f,t,9,5,2024
272,2024-09-28 00:00:00,28,,f,t,9,6,2024
278,2024-10-04 00:00:00,4,,f,t,10,5,2024
279,2024-10-05 00:00:00,5,,f,t,10,6,2024
285,2024-10-11 00:00:00,11,,f,t,10,5,2024
286,2024-10-12 00:00:00,12,,f,t,10,6,2024
292,2024-10-18 00:00:00,18,,f,t,10,5,2024
293,2024-10-19 00:00:00,19,,f,t,10,6,2024
299,2024-10-25 00:00:00,25,,f,t,10,5,2024
300,2024-10-26 00:00:00,26,,f,t,10,6,2024
306,2024-11-01 00:00:00,1,,f,t,11,5,2024
307,2024-11-02 00:00:00,2,,f,t,11,6,2024
313,2024-11-08 00:00:00,8,,f,t,11,5,2024
314,2024-11-09 00:00:00,9,,f,t,11,6,2024
320,2024-11-15 00:00:00,15,,f,t,11,5,2024
321,2024-11-16 00:00:00,16,,f,t,11,6,2024
327,2024-11-22 00:00:00,22,,f,t,11,5,2024
328,2024-11-23 00:00:00,23,,f,t,11,6,2024
182,2024-06-30 00:00:00,30,,f,f,6,0,2024
183,2024-07-01 00:00:00,1,,f,f,7,1,2024
184,2024-07-02 00:00:00,2,,f,f,7,2,2024
185,2024-07-03 00:00:00,3,,f,f,7,3,2024
186,2024-07-04 00:00:00,4,,f,f,7,4,2024
189,2024-07-07 00:00:00,7,,f,f,7,0,2024
190,2024-07-08 00:00:00,8,,f,f,7,1,2024
191,2024-07-09 00:00:00,9,,f,f,7,2,2024
192,2024-07-10 00:00:00,10,,f,f,7,3,2024
193,2024-07-11 00:00:00,11,,f,f,7,4,2024
196,2024-07-14 00:00:00,14,,f,f,7,0,2024
319,2024-11-14 00:00:00,14,,f,f,11,4,2024
334,2024-11-29 00:00:00,29,,f,t,11,5,2024
335,2024-11-30 00:00:00,30,,f,t,11,6,2024
341,2024-12-06 00:00:00,6,,f,t,12,5,2024
342,2024-12-07 00:00:00,7,,f,t,12,6,2024
348,2024-12-13 00:00:00,13,,f,t,12,5,2024
349,2024-12-14 00:00:00,14,,f,t,12,6,2024
355,2024-12-20 00:00:00,20,,f,t,12,5,2024
356,2024-12-21 00:00:00,21,,f,t,12,6,2024
362,2024-12-27 00:00:00,27,,f,t,12,5,2024
363,2024-12-28 00:00:00,28,,f,t,12,6,2024
167,2024-06-15 00:00:00,15,Kurban Bayramı,t,t,6,6,2024
243,2024-08-30 00:00:00,30,Zafer Bayramı,t,t,8,5,2024
100,2024-04-09 00:00:00,9,Ramazan Bayramı,t,f,4,2,2024
39,2024-02-08 00:00:00,8,,f,f,2,4,2024
42,2024-02-11 00:00:00,11,,f,f,2,0,2024
43,2024-02-12 00:00:00,12,,f,f,2,1,2024
44,2024-02-13 00:00:00,13,,f,f,2,2,2024
45,2024-02-14 00:00:00,14,,f,f,2,3,2024
46,2024-02-15 00:00:00,15,,f,f,2,4,2024
49,2024-02-18 00:00:00,18,,f,f,2,0,2024
50,2024-02-19 00:00:00,19,,f,f,2,1,2024
51,2024-02-20 00:00:00,20,,f,f,2,2,2024
52,2024-02-21 00:00:00,21,,f,f,2,3,2024
53,2024-02-22 00:00:00,22,,f,f,2,4,2024
221,2024-08-08 00:00:00,8,,f,f,8,4,2024
224,2024-08-11 00:00:00,11,,f,f,8,0,2024
117,2024-04-26 00:00:00,26,,f,t,4,5,2024
118,2024-04-27 00:00:00,27,,f,t,4,6,2024
124,2024-05-03 00:00:00,3,,f,t,5,5,2024
125,2024-05-04 00:00:00,4,,f,t,5,6,2024
131,2024-05-10 00:00:00,10,,f,t,5,5,2024
132,2024-05-11 00:00:00,11,,f,t,5,6,2024
138,2024-05-17 00:00:00,17,,f,t,5,5,2024
139,2024-05-18 00:00:00,18,,f,t,5,6,2024
145,2024-05-24 00:00:00,24,,f,t,5,5,2024
146,2024-05-25 00:00:00,25,,f,t,5,6,2024
152,2024-05-31 00:00:00,31,,f,t,5,5,2024
153,2024-06-01 00:00:00,1,,f,t,6,6,2024
159,2024-06-07 00:00:00,7,,f,t,6,5,2024
160,2024-06-08 00:00:00,8,,f,t,6,6,2024
166,2024-06-14 00:00:00,14,,f,t,6,5,2024
173,2024-06-21 00:00:00,21,,f,t,6,5,2024
174,2024-06-22 00:00:00,22,,f,t,6,6,2024
180,2024-06-28 00:00:00,28,,f,t,6,5,2024
181,2024-06-29 00:00:00,29,,f,t,6,6,2024
187,2024-07-05 00:00:00,5,,f,t,7,5,2024
188,2024-07-06 00:00:00,6,,f,t,7,6,2024
194,2024-07-12 00:00:00,12,,f,t,7,5,2024
195,2024-07-13 00:00:00,13,,f,t,7,6,2024
201,2024-07-19 00:00:00,19,,f,t,7,5,2024
202,2024-07-20 00:00:00,20,,f,t,7,6,2024
208,2024-07-26 00:00:00,26,,f,t,7,5,2024
209,2024-07-27 00:00:00,27,,f,t,7,6,2024
215,2024-08-02 00:00:00,2,,f,t,8,5,2024
216,2024-08-03 00:00:00,3,,f,t,8,6,2024
222,2024-08-09 00:00:00,9,,f,t,8,5,2024
223,2024-08-10 00:00:00,10,,f,t,8,6,2024
229,2024-08-16 00:00:00,16,,f,t,8,5,2024
230,2024-08-17 00:00:00,17,,f,t,8,6,2024
